message_id,label,label_num,message
1076,ham,0,Aight ill get on fb in a couple minutes
1077,ham,0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
1078,ham,0,Where can download clear movies. Dvd copies.
1079,ham,0,"Yep, by the pretty sculpture"
1080,ham,0,Convey my regards to him
1081,ham,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
1082,ham,0,You tell what happen dont behave like this to me. Ok no need to say
1083,ham,0,Can u get pic msgs to your phone?
1084,ham,0,Send to someone else :-)
1085,ham,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1086,ham,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
1087,ham,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1088,ham,0,I don't think he has spatula hands!
1089,ham,0,You can never do NOTHING
1090,spam,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
1091,ham,0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1092,spam,1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
1093,ham,0,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1094,ham,0,Where r we meeting?
1095,ham,0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1096,ham,0,Now only i reached home. . . I am very tired now. . I will come tomorro
1097,ham,0,Ryder unsold.now gibbs.
1098,spam,1,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1099,ham,0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1100,ham,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1101,ham,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
1102,ham,0,You busy or can I come by at some point and figure out what we're doing tomorrow
1103,ham,0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1104,ham,0,Black shirt n blue jeans... I thk i c ü...
1105,ham,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1106,spam,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
1107,ham,0,on hen night. Going with a swing
1108,ham,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1109,ham,0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1110,ham,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
1111,ham,0,S s..first time..dhoni rocks...
1112,ham,0,Ok ill tell the company
1113,ham,0,"Awesome, think we can get an 8th at usf some time tonight?"
1114,ham,0,So that means you still think of teju
1115,ham,0,"No I'm good for the movie, is it ok if I leave in an hourish?"
1116,ham,0,No no:)this is kallis home ground.amla home town is durban:)
1117,ham,0,So lets make it saturday or monday as per convenience.
1118,ham,0,Hey... What time is your driving on fri? We go for evaluation on fri?
1119,spam,1,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1120,ham,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1121,spam,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1122,ham,0,Cancel cheyyamo?and get some money back?
1123,spam,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1124,ham,0,Ok.ok ok..then..whats ur todays plan
1125,ham,0,Good morning princess! How are you?
1126,ham,0,Aiyar sorry lor forgot 2 tell u...
1127,spam,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1128,ham,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1129,ham,0,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
1130,spam,1,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1131,ham,0,"So check your errors and if you had difficulties, do correction."
1132,ham,0,Howz pain?hope u r fine..
1133,ham,0,"Sorry, I'll call later"
1134,ham,0,Good morning princess! How are you?
1135,ham,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1136,ham,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1137,ham,0,K do I need a login or anything
1138,spam,1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
1139,ham,0,LOL ... No just was busy
1140,ham,0,What * u wearing?
1141,ham,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
1142,ham,0,Oh:)as usual vijay film or its different?
1143,spam,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1144,ham,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1145,ham,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1146,ham,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1147,spam,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
1148,ham,0,Babe ? I lost you ... :-(
1149,ham,0,Ok... Help me ask if she's working tmr a not?
1150,ham,0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1151,ham,0,Not a drop in the tank
1152,ham,0,(That said can you text him one more time?)
1153,ham,0,"Sorry, I'll call later"
1154,ham,0,Ok i go change also...
1155,spam,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
1156,ham,0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
1157,ham,0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
1158,ham,0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
1159,ham,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
1160,ham,0,Hey! There's veggie pizza... :/
1161,ham,0,Yun buying... But school got offer 2000 plus only...
1162,ham,0,You sure your neighbors didnt pick it up
1163,ham,0,K. I will sent it again
1164,spam,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1165,ham,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1166,ham,0,Well. Im computerless. Time to make some oreo truffles
1167,ham,0,"Haha yeah I see that now, be there in a sec"
1168,ham,0,I am not having her number sir
1169,ham,0,Lol now I'm after that hot air balloon!
1170,ham,0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1171,ham,0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1172,ham,0,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1173,spam,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1174,ham,0,Happy new years melody!
1175,ham,0,Ü dun need to pick ur gf?
1176,ham,0,Yay! You better not have told that to 5 other girls either.
1177,ham,0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
1178,ham,0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
1179,ham,0,Just nw i came to hme da..
1180,ham,0,"I'm outside islands, head towards hard rock and you'll run into me"
1181,ham,0,To day class is there are no class.
1182,ham,0,I'm in chennai velachery:)
1183,ham,0,You flippin your shit yet?
1184,ham,0,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1185,ham,0,Am i that much bad to avoid like this?
1186,ham,0,"Yo, you around? Just got my car back"
1187,ham,0,Annoying isn't it.
1188,ham,0,"Goodmorning, Today i am late for  &lt;#&gt; min."
1189,ham,0,There's no point hangin on to mr not right if he's not makin u happy
1190,ham,0,All will come alive.better correct any good looking figure there itself..
1191,ham,0,In that case I guess I'll see you at campus lodge
1192,ham,0,We're done...
1193,ham,0,Come to my home for one last time i wont do anything. Trust me.
1194,ham,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
1195,spam,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
1196,ham,0,Ok... C ya...
1197,spam,1,You have 1 new voicemail. Please call 08719181503
1198,ham,0,What he said is not the matter. My mind saying some other matter is there.
1199,ham,0,He also knows about lunch menu only da. . I know
1200,ham,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
1201,ham,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1202,ham,0,Otherwise had part time job na-tuition..
1203,ham,0,I know she called me
1204,ham,0,"Me also da, i feel yesterday night  wait til 2day night dear."
1205,ham,0,Thanks for understanding. I've been trying to tell sura that.
1206,spam,1,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1207,ham,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1208,spam,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
1209,ham,0,I need you to be in my strong arms...
1210,ham,0,Also maaaan are you missing out
1211,ham,0,His bday real is in april .
1212,ham,0,Guessin you ain't gonna be here before 9?
1213,ham,0,Ok then i will come to ur home after half an hour
1214,ham,0,"Yo, the game almost over? Want to go to walmart soon"
1215,ham,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1216,ham,0,I'll text now! All creepy like so he won't think that we forgot
1217,ham,0,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
1218,spam,1,You have 1 new voicemail. Please call 08719181513.
1219,ham,0,"Damn, can you make it tonight or do you want to just wait til tomorrow"
1220,ham,0,K..k..i'm also fine:)when will you complete the course?
1221,ham,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1222,spam,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1223,ham,0,Prakesh is there know.
1224,ham,0,Teach me apps da. When you come to college.
1225,ham,0,Rofl betta invest in some  anti aging products
1226,spam,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1227,ham,0,"sir, you will receive the account no another 1hr time. Sorry for the delay."
1228,spam,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1229,ham,0,So ü'll be submitting da project tmr rite?
1230,spam,1,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
1231,ham,0,Jus ans me lar. U'll noe later.
1232,ham,0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1233,ham,0,have got * few things to do. may be in * pub later.
1234,ham,0,1's finish meeting call me.
1235,ham,0,Lol ok. I'll snatch her purse too.
1236,ham,0,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
1237,ham,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1238,ham,0,How much are we getting?
1239,ham,0,Is ur paper in e morn or aft tmr?
1240,ham,0,"Dear relieved of westonzoyland, all going to plan this end too!"
1241,ham,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1242,ham,0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
1243,ham,0,"I want to show you the world, princess :) how about europe?"
1244,ham,0,Nobody can decide where to eat and dad wants Chinese
1245,ham,0,No shoot me. I'm in the docs waiting room. :/
1246,ham,0,Now? I'm going out 4 dinner soon..
1247,ham,0,Hello which the site to download songs its urgent pls
1248,ham,0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
1249,ham,0,Horrible gal. Me in sch doing some stuff. How come u got mc?
1250,ham,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
1251,ham,0,"I call you later, don't have network. If urgnt, sms me."
1252,ham,0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1253,spam,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1254,ham,0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1255,ham,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
1256,ham,0,What your plan for pongal?
1257,ham,0,Just wait till end of march when el nino gets himself. Oh.
1258,ham,0,"Not yet chikku..going to room nw, i'm in bus.."
1259,ham,0,Am also doing in cbe only. But have to pay.
1260,ham,0,Honey boo I'm missing u.
1261,ham,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
1262,ham,0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
1263,ham,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
1264,spam,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
1265,ham,0,Ok. No wahala. Just remember that a friend in need ...
1266,ham,0,I will see in half an hour
1267,ham,0,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1268,ham,0,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."""
1269,ham,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1270,spam,1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1271,ham,0,"Tee hee. Off to lecture, cheery bye bye."
1272,ham,0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
1273,ham,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1274,ham,0,Ok...
1275,spam,1,network operator. The service is free. For T & C's visit 80488.biz
1276,ham,0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
1277,ham,0,Wot u up 2 u weirdo?
1278,ham,0,Can do lor...
1279,ham,0,Dont put your phone on silent mode ok
1280,ham,0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
1281,ham,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1282,ham,0,Oh ho. Is this the first time u use these type of words
1283,ham,0,Am I the only one who doesn't stalk profiles?
1284,ham,0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
1285,ham,0,Yes i thought so. Thanks.
1286,ham,0,But if she.s drinkin i'm ok.
1287,ham,0,"Just wondering, the others just took off"
1288,ham,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1289,ham,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
1290,ham,0,Happy new year to u too!
1291,ham,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1292,ham,0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
1293,ham,0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1294,ham,0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1295,ham,0,Happy birthday... May all ur dreams come true...
1296,ham,0,Aiyah u did ok already lar. E nydc at wheellock?
1297,ham,0,TELL HER I SAID EAT SHIT.
1298,ham,0,Sure! I am driving but will reach my destination soon.
1299,ham,0,"K so am I, how much for an 8th? Fifty?"
1300,ham,0,Your daily text from me – a favour this time
1301,ham,0,Great to hear you are settling well. So what's happenin wit ola?
1302,ham,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1303,ham,0,I tot u reach liao. He said t-shirt.
1304,ham,0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1305,ham,0,I cant pick the phone right now. Pls send a message
1306,ham,0,Your right! I'll make the appointment right now.
1307,ham,0,Designation is software developer and may be she get chennai:)
1308,spam,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
1309,spam,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1310,ham,0,I jokin oni lar.. Ü busy then i wun disturb ü.
1311,ham,0,"Ok, be careful ! Don't text and drive !"
1312,ham,0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
1313,ham,0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
1314,ham,0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
1315,ham,0,How abt making some of the pics bigger?
1316,ham,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
1317,ham,0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
1318,ham,0,Why nothing. Ok anyway give me treat
1319,spam,1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
1320,ham,0,Ok...
1321,ham,0,Correct. So how was work today
1322,ham,0,"Just sent again. Do you scream and moan in bed, princess?"
1323,ham,0,"I wake up long ago already... Dunno, what other thing?"
1324,ham,0,Oh just getting even with u.... u?
1325,ham,0,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
1326,ham,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
1327,ham,0,Yeah jay's sort of a fucking retard
1328,ham,0,"Sorry, was in the bathroom, sup"
1329,spam,1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
1330,ham,0,My exam is for february 4. Wish you a great day.
1331,ham,0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
1332,ham,0,"Aight no rush, I'll ask jay"
1333,ham,0,Good Morning plz call me sir
1334,ham,0,It's ok lar. U sleep early too... Nite...
1335,ham,0,"Oh... Icic... K lor, den meet other day..."
1336,ham,0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1337,ham,0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
1338,ham,0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
1339,ham,0,Then she buying today? Ü no need to c meh...
1340,ham,0,Aight sorry I take ten years to shower. What's the plan?
1341,ham,0,Every monday..nxt week vl be completing..
1342,ham,0,Might ax well im there.
1343,ham,0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1344,ham,0,Yeah I'll try to scrounge something up
1345,ham,0,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
1346,ham,0,Were somewhere on Fredericksburg
1347,ham,0,Que pases un buen tiempo or something like that
1348,ham,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
1349,ham,0,She doesnt need any test.
1350,ham,0,"Nothing much, chillin at home. Any super bowl plan?"
1351,spam,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
1352,ham,0,Bugis oso near wat... 
1353,ham,0,Yo theres no class tmrw right?
1354,ham,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
1355,ham,0,"Goodnight, sleep well da please take care pa. Please."
1356,ham,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
1357,ham,0,Convey my regards to him
1358,ham,0,U ned to convince him tht its not possible witot hurting his feeling its the main
1359,ham,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1360,ham,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1361,ham,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
1362,ham,0,Yo dude guess who just got arrested the other day
1363,ham,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
1364,ham,0,What does the dance river do?
1365,ham,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
1366,ham,0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
1367,spam,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
1368,ham,0,Bbq this sat at mine from 6ish. Ur welcome 2 come
1369,ham,0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
1370,ham,0,Alright. I'm out--have a good night!
1371,ham,0,Did you try making another butt.
1372,ham,0,Hope you are feeling great. Pls fill me in. Abiola
1373,ham,0,I though we shd go out n have some fun so bar in town or something – sound ok?
1374,ham,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
1375,spam,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
1376,spam,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
1377,ham,0,We're finally ready fyi
1378,ham,0,Auntie huai juan never pick up her phone
1379,spam,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1380,ham,0,"Ya tel, wats ur problem.."
1381,spam,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1382,ham,0,i dnt wnt to tlk wid u
1383,ham,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
1384,ham,0,Its ok my arm is feeling weak cuz i got a shot so we can go another time
1385,ham,0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
1386,ham,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
1387,ham,0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
1388,ham,0,All e best 4 ur exam later.
1389,ham,0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
1390,ham,0,Oh k.i think most of wi and nz players unsold.
1391,ham,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
1392,ham,0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
1393,ham,0,"Haha just kidding, papa needs drugs"
1394,ham,0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
1395,ham,0,Oh ok..
1396,ham,0,R we still meeting 4 dinner tonight?
1397,ham,0,Thats cool! I am a gentleman and will treat you with dignity and respect.
1398,ham,0,Shall i start from hear.
1399,ham,0,Then we wait 4 u lor... No need 2 feel bad lar...
1400,ham,0,No did you check? I got his detailed message now
1401,ham,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1402,ham,0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
1403,ham,0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
1404,ham,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1405,ham,0,cool. We will have fun practicing making babies!
1406,ham,0,Actually getting ready to leave the house.
1407,ham,0,K..k..any special today?
1408,spam,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1409,ham,0,Then we gotta do it after that
1410,ham,0,"I've got ten bucks, jay is being noncomittal"
1411,ham,0,Where at were hungry too
1412,ham,0,Pls speak to that customer machan.
1413,ham,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
